,,,,,,,,,,,Vegas,,,
Rk,Team,Date,Over/Under,Temperature,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result
275,ATL,9/22/24,46.5,89,Sun,3,3,,KAN,L 17-22,3,did not cover,46.5,under
276,ATL,9/16/24,45.5,71,Mon,2,2,@,PHI,W 22-21,5.5,covered,45.5,under
277,ATL,9/8/24,42,76,Sun,1,1,,PIT,L 10-18,-3.5,did not cover,42,under
278,ATL,1/7/24,42,52,Sun,17,18,@,NOR,L 17-48,3,did not cover,42,over
279,ATL,12/31/23,38,32,Sun,16,17,@,CHI,L 17-37,2.5,did not cover,38,over
280,ATL,12/24/23,45,60,Sun,15,16,,IND,W 29-10,-3,covered,45,under
281,ATL,12/17/23,33,47,Sun,14,15,@,CAR,L 7-9,-3,did not cover,33,under
282,ATL,12/10/23,41,68,Sun,13,14,,TAM,L 25-29,-1,did not cover,41,over
283,ATL,12/3/23,33.5,50,Sun,12,13,@,NYJ,W 13-8,-2,covered,33.5,under
284,ATL,11/26/23,42,72,Sun,11,12,,NOR,W 24-15,1.5,covered,42,under
285,ATL,11/12/23,43.5,0,Sun,10,10,@,ARI,L 23-25,-2.5,did not cover,43.5,over
286,ATL,11/5/23,39.5,70,Sun,9,9,,MIN,L 28-31,-3.5,did not cover,39.5,over
287,ATL,10/29/23,35.5,77,Sun,8,8,@,TEN,L 23-28,-2.5,did not cover,35.5,over
288,ATL,10/22/23,37.5,79,Sun,7,7,@,TAM,W 16-13,3,covered,37.5,under
289,ATL,10/15/23,41.5,62,Sun,6,6,,WAS,L 16-24,-1.5,did not cover,41.5,under
290,ATL,10/8/23,42,63,Sun,5,5,,HOU,W 21-19,-2.5,did not cover,42,under
291,ATL,10/1/23,42.5,72,Sun,4,4,@,JAX,L 7-23,3.5,did not cover,42.5,under
292,ATL,9/24/23,47.5,0,Sun,3,3,@,DET,L 6-20,3,did not cover,47.5,under
293,ATL,9/17/23,40.5,69,Sun,2,2,,GNB,W 25-24,-3,did not cover,40.5,over
294,ATL,9/10/23,39.5,72,Sun,1,1,,CAR,W 24-10,-3.5,covered,39.5,under
295,ATL,1/8/23,40.5,57,Sun,17,18,,TAM,W 30-17,-4,covered,40.5,over
296,ATL,1/1/23,41,66,Sun,16,17,,ARI,W 20-19,-6,did not cover,41,under
297,ATL,12/24/22,34.5,17,Sat,15,16,@,BAL,L 9-17,6.5,did not cover,34.5,under
298,ATL,12/18/22,43.5,49,Sun,14,15,@,NOR,L 18-21,4,covered,43.5,under
299,ATL,12/4/22,43,52,Sun,13,13,,PIT,L 16-19,-1,did not cover,43,under
300,ATL,11/27/22,40.5,46,Sun,12,12,@,WAS,L 13-19,4,did not cover,40.5,under
301,ATL,11/20/22,49,41,Sun,11,11,,CHI,W 27-24,-2.5,covered,49,over
302,ATL,11/10/22,41.5,61,Thu,10,10,@,CAR,L 15-25,-2.5,did not cover,41.5,under
303,ATL,11/6/22,49.5,78,Sun,9,9,,LAC,L 17-20,3,push,49.5,under
304,ATL,10/30/22,41,72,Sun,8,8,,CAR,W 37-34 (OT),-4,did not cover,41,over
305,ATL,10/23/22,47,73,Sun,7,7,@,CIN,L 17-35,6.5,did not cover,47,over
306,ATL,10/16/22,45,77,Sun,6,6,,SFO,W 28-14,4.5,covered,45,under
307,ATL,10/9/22,46.5,83,Sun,5,5,@,TAM,L 15-21,10,covered,46.5,under
308,ATL,10/2/22,47.5,68,Sun,4,4,,CLE,W 23-20,1,covered,47.5,under
309,ATL,9/25/22,42,67,Sun,3,3,@,SEA,W 27-23,1,covered,42,over
310,ATL,9/18/22,46.5,74,Sun,2,2,@,LAR,L 27-31,10,covered,46.5,over
311,ATL,9/11/22,43.5,80,Sun,1,1,,NOR,L 26-27,5.5,covered,43.5,over
312,ATL,1/9/22,40,61,Sun,17,18,,NOR,L 20-30,3.5,did not cover,40,over
313,ATL,1/2/22,44,26,Sun,16,17,@,BUF,L 15-29,14.5,covered,44,push
314,ATL,12/26/21,42,69,Sun,15,16,,DET,W 20-16,-6.5,did not cover,42,under
315,ATL,12/19/21,48,46,Sun,14,15,@,SFO,L 13-31,8.5,did not cover,48,under
316,ATL,12/12/21,41,48,Sun,13,14,@,CAR,W 29-21,2.5,covered,41,over
317,ATL,12/5/21,50.5,59,Sun,12,13,,TAM,L 17-30,10.5,did not cover,50.5,under
318,ATL,11/28/21,45.5,61,Sun,11,12,@,JAX,W 21-14,-2,covered,45.5,under
319,ATL,11/18/21,47,53,Thu,10,11,,NWE,L 0-25,7,did not cover,47,under
320,ATL,11/14/21,55,63,Sun,9,10,@,DAL,L 3-43,8,did not cover,55,under
321,ATL,11/7/21,41.5,62,Sun,8,9,@,NOR,W 27-25,6,covered,41.5,over
322,ATL,10/31/21,47,58,Sun,7,8,,CAR,L 13-19,-3,did not cover,47,under
323,ATL,10/24/21,47.5,85,Sun,6,7,@,MIA,W 30-28,-2,push,47.5,over
324,ATL,10/10/21,45,63,Sun,5,5,,NYJ,W 27-20,-2.5,covered,45,over
325,ATL,10/3/21,48,73,Sun,4,4,,WAS,L 30-34,2,did not cover,48,over
326,ATL,9/26/21,47.5,69,Sun,3,3,@,NYG,W 17-14,3,covered,47.5,under
327,ATL,9/19/21,51.5,85,Sun,2,2,@,TAM,L 25-48,12.5,did not cover,51.5,over
328,ATL,9/12/21,49,79,Sun,1,1,,PHI,L 6-32,-3.5,did not cover,49,under
329,ATL,1/3/21,51.5,65,Sun,16,17,@,TAM,L 27-44,7.5,did not cover,51.5,over
330,ATL,12/27/20,54,49,Sun,15,16,@,KAN,L 14-17,11,covered,54,under
331,ATL,12/20/20,49.5,72,Sun,14,15,,TAM,L 27-31,6,covered,49.5,over
332,ATL,12/13/20,49.5,70,Sun,13,14,@,LAC,L 17-20,1,did not cover,49.5,under
333,ATL,12/6/20,46.5,52,Sun,12,13,,NOR,L 16-21,2.5,did not cover,46.5,under
334,ATL,11/29/20,53,54,Sun,11,12,,LVR,W 43-6,3.5,covered,53,under
335,ATL,11/22/20,49.5,75,Sun,10,11,@,NOR,L 9-24,3.5,did not cover,49.5,under
336,ATL,11/8/20,50.5,72,Sun,9,9,,DEN,W 34-27,-4.5,covered,50.5,over
337,ATL,10/29/20,52,76,Thu,8,8,@,CAR,W 25-17,1.5,covered,52,under
338,ATL,10/25/20,54,71,Sun,7,7,,DET,L 22-23,-1,did not cover,54,under
339,ATL,10/18/20,53.5,32,Sun,6,6,@,MIN,W 40-23,3.5,covered,53.5,over
340,ATL,10/5/20,56.5,53,Mon,4,4,@,GNB,L 16-30,5,did not cover,56.5,under
341,ATL,9/27/20,46,79,Sun,3,3,,CHI,L 26-30,-2.5,did not cover,46,over
342,ATL,9/20/20,53,73,Sun,2,2,@,DAL,L 39-40,3,covered,53,over
343,ATL,9/13/20,49.5,80,Sun,1,1,,SEA,L 25-38,-1,did not cover,49.5,over
344,ATL,12/29/19,48,78,Sun,16,17,@,TAM,W 28-22 (OT),1,covered,48,over
345,ATL,12/15/19,50,55,Sun,14,15,@,SFO,W 29-22,10.5,covered,50,over
346,ATL,11/17/19,49,51,Sun,10,11,@,CAR,W 29-3,3.5,covered,49,under
347,ATL,11/10/19,51.5,67,Sun,9,10,@,NOR,W 26-9,14,covered,51.5,under
348,ATL,10/27/19,48.5,65,Sun,8,8,,SEA,L 20-27,7.5,covered,48.5,under
349,ATL,10/6/19,49,86,Sun,5,5,@,HOU,L 32-53,4,did not cover,49,over
350,ATL,9/22/19,48,82,Sun,3,3,@,IND,L 24-27,1,did not cover,48,over
351,ATL,12/30/18,51.5,80,Sun,16,17,@,TAM,W 34-32,-2.5,did not cover,51.5,over
352,ATL,12/23/18,46,52,Sun,15,16,@,CAR,W 24-10,-3,covered,46,under
353,ATL,12/9/18,50.5,25,Sun,13,14,@,GNB,L 20-34,4,did not cover,50.5,over
354,ATL,12/2/18,46.5,67,Sun,12,13,,BAL,L 16-26,-2.5,did not cover,46.5,under
355,ATL,11/22/18,61.5,53,Thu,11,12,@,NOR,L 17-31,11.5,did not cover,61.5,under
356,ATL,11/18/18,50,59,Sun,10,11,,DAL,L 19-22,-3.5,did not cover,50,under
357,ATL,11/11/18,49.5,36,Sun,9,10,@,CLE,L 16-28,-5.5,did not cover,49.5,under
358,ATL,11/4/18,46.5,55,Sun,8,9,@,WAS,W 38-14,1.5,covered,46.5,over
359,ATL,10/22/18,52,60,Mon,7,7,,NYG,W 23-20,-4.5,did not cover,52,under
360,ATL,10/7/18,57,83,Sun,5,5,@,PIT,L 17-41,3.5,did not cover,57,over
361,ATL,9/6/18,44.5,81,Thu,1,1,@,PHI,L 12-18,1,did not cover,44.5,under
362,ATL,12/31/17,44.5,35,Sun,16,17,,CAR,W 22-10,-5,covered,44.5,under
363,ATL,12/18/17,49.5,71,Mon,14,15,@,TAM,W 24-21,-7,did not cover,49.5,under
364,ATL,11/20/17,46,45,Mon,10,11,@,SEA,W 34-31,-1,covered,46,over
365,ATL,11/5/17,42,61,Sun,8,9,@,CAR,L 17-20,-3,did not cover,42,under
366,ATL,10/29/17,43.5,63,Sun,7,8,@,NYJ,W 25-20,-6.5,did not cover,43.5,over
367,ATL,10/22/17,56.5,56,Sun,6,7,@,NWE,L 7-23,3,did not cover,56.5,under
368,ATL,9/24/17,51,68,Sun,3,3,@,DET,W 30-26,-3,covered,51,over
369,ATL,9/17/17,55,78,Sun,2,2,,GNB,W 34-23,-3,covered,55,over
370,ATL,9/10/17,48,64,Sun,1,1,@,CHI,W 23-17,-6.5,did not cover,48,under
371,ATL,12/24/16,49,56,Sat,15,16,@,CAR,W 33-16,-3,covered,49,push
372,ATL,12/11/16,44,65,Sun,13,14,@,LAR,W 42-14,-4.5,covered,44,over
373,ATL,11/13/16,48.5,58,Sun,10,10,@,PHI,L 15-24,2,did not cover,48.5,under
374,ATL,11/3/16,49,76,Thu,9,9,@,TAM,W 43-28,-4.5,covered,49,over
375,ATL,10/16/16,45.5,54,Sun,6,6,@,SEA,L 24-26,7,covered,45.5,over
376,ATL,10/9/16,44.5,72,Sun,5,5,@,DEN,W 23-16,3.5,covered,44.5,under
377,ATL,9/26/16,54,90,Mon,3,3,@,NOR,W 45-32,2.5,covered,54,over
378,ATL,9/18/16,47.5,79,Sun,2,2,@,OAK,W 35-28,4,covered,47.5,over
379,ATL,12/27/15,47.5,68,Sun,15,16,,CAR,W 20-13,6.5,covered,47.5,under
380,ATL,12/20/15,49,65,Sun,14,15,@,JAX,W 23-17,3,covered,49,under
381,ATL,12/13/15,46.5,63,Sun,13,14,@,CAR,L 0-38,7.5,did not cover,46.5,under
382,ATL,12/6/15,46,79,Sun,12,13,@,TAM,L 19-23,1,did not cover,46,under
383,ATL,11/8/15,44,58,Sun,9,9,@,SFO,L 16-17,-7.5,did not cover,44,under
384,ATL,10/25/15,47,59,Sun,7,7,@,TEN,W 10-7,-6,did not cover,47,under
385,ATL,9/20/15,51,73,Sun,2,2,@,NYG,W 24-20,2.5,covered,51,under
386,ATL,12/8/14,54.5,33,Mon,13,14,@,GNB,L 37-43,13.5,covered,54.5,over
387,ATL,11/16/14,47,48,Sun,10,11,@,CAR,W 19-17,-1.5,covered,47,under
388,ATL,11/9/14,47,64,Sun,9,10,@,TAM,W 27-17,-3,covered,47,under
389,ATL,10/26/14,45.5,59,Sun,8,8,,DET,L 21-22,3.5,covered,45.5,under
390,ATL,10/19/14,49.5,54,Sun,7,7,@,BAL,L 7-29,6.5,did not cover,49.5,under
391,ATL,10/5/14,50,55,Sun,5,5,@,NYG,L 20-30,4,did not cover,50,push
392,ATL,9/28/14,47,82,Sun,4,4,@,MIN,L 28-41,-3,did not cover,47,over
393,ATL,9/14/14,49,66,Sun,2,2,@,CIN,L 10-24,6,did not cover,49,under
394,ATL,12/23/13,46,60,Mon,15,16,@,SFO,L 24-34,14.5,covered,46,over
395,ATL,12/8/13,47,9,Sun,13,14,@,GNB,L 21-22,3.5,covered,47,under
396,ATL,11/17/13,43.5,79,Sun,10,11,@,TAM,L 28-41,2,did not cover,43.5,over
397,ATL,11/3/13,46.5,62,Sun,8,9,@,CAR,L 10-34,8,did not cover,46.5,under
398,ATL,9/22/13,45.5,89,Sun,3,3,@,MIA,L 23-27,2.5,did not cover,45.5,over
399,ATL,12/9/12,47,70,Sun,13,14,@,CAR,L 20-30,-3.5,did not cover,47,over
400,ATL,11/25/12,51.5,65,Sun,11,12,@,TAM,W 24-23,-1.5,did not cover,51.5,under
401,ATL,10/28/12,43,58,Sun,7,8,@,PHI,W 30-17,3,covered,43,over
402,ATL,10/7/12,51,52,Sun,5,5,@,WAS,W 24-17,-3,covered,51,under
403,ATL,9/23/12,47.5,82,Sun,3,3,@,SDG,W 27-3,3,covered,47.5,under
404,ATL,9/9/12,43,69,Sun,1,1,@,KAN,W 40-24,-2.5,covered,43,over
405,ATL,12/11/11,47.5,43,Sun,13,14,@,CAR,W 31-23,-3,covered,47.5,over
406,ATL,11/6/11,45.5,57,Sun,8,9,@,IND,W 31-7,-7,covered,45.5,under
407,ATL,10/2/11,39,58,Sun,4,4,@,SEA,W 30-28,-6,did not cover,39,over
408,ATL,9/25/11,45,89,Sun,3,3,@,TAM,L 13-16,1,did not cover,45,under
409,ATL,9/11/11,41,76,Sun,1,1,@,CHI,L 12-30,-1.5,did not cover,41,over
410,ATL,12/19/10,46.5,45,Sun,14,15,@,SEA,W 34-18,-6,covered,46.5,over
411,ATL,12/12/10,41,44,Sun,13,14,@,CAR,W 31-10,-7.5,covered,41,push
412,ATL,12/5/10,43.5,72,Sun,12,13,@,TAM,W 28-24,-3,covered,43.5,over
413,ATL,10/17/10,43,66,Sun,6,6,@,PHI,L 17-31,1.5,did not cover,43,over
414,ATL,10/10/10,41.5,71,Sun,5,5,@,CLE,W 20-10,-3,covered,41.5,under
415,ATL,9/12/10,39.5,65,Sun,1,1,@,PIT,L 9-15 (OT),-1.5,did not cover,39.5,under
416,ATL,1/3/10,41.5,44,Sun,16,17,@,TAM,W 20-10,-3,covered,41.5,under
417,ATL,12/20/09,35.5,29,Sun,14,15,@,NYJ,W 10-7,7,covered,35.5,under
418,ATL,11/22/09,46.5,53,Sun,10,11,@,NYG,L 31-34 (OT),7,covered,46.5,over
419,ATL,11/15/09,43.5,73,Sun,9,10,@,CAR,L 19-28,-1,did not cover,43.5,over
420,ATL,10/11/09,39.5,58,Sun,4,5,@,SFO,W 45-10,1,covered,39.5,over
421,ATL,9/27/09,45.5,62,Sun,3,3,@,NWE,L 10-26,4.5,did not cover,45.5,under
422,ATL,11/30/08,48,73,Sun,12,13,@,SDG,W 22-16,6.5,covered,48,under
423,ATL,11/2/08,41.5,63,Sun,8,9,@,OAK,W 24-0,-3,covered,41.5,under
424,ATL,10/26/08,45,63,Sun,7,8,@,PHI,L 14-27,9.5,did not cover,45,under
425,ATL,10/5/08,42.5,60,Sun,5,5,@,GNB,W 27-24,5,covered,42.5,over
426,ATL,9/28/08,39,78,Sun,4,4,@,CAR,L 9-24,7,did not cover,39,under
427,ATL,9/14/08,37.5,89,Sun,2,2,@,TAM,L 9-24,7,did not cover,37.5,under
428,ATL,12/23/07,43.5,58,Sun,15,16,@,ARI,L 27-30 (OT),10.5,covered,43.5,over
429,ATL,12/16/07,37.5,68,Sun,14,15,@,TAM,L 3-37,12.5,did not cover,37.5,over
430,ATL,11/11/07,35.5,63,Sun,9,10,@,CAR,W 20-13,4,covered,35.5,under
431,ATL,10/7/07,41,84,Sun,5,5,@,TEN,L 13-20,7.5,covered,41,under
432,ATL,9/16/07,34.5,88,Sun,2,2,@,JAX,L 7-13,10,covered,34.5,under
433,ATL,12/31/06,43,47,Sun,16,17,@,PHI,L 17-24,8.5,covered,43,under
434,ATL,12/10/06,38,72,Sun,13,14,@,TAM,W 17-6,-3,covered,38,under
435,ATL,12/3/06,38.5,44,Sun,12,13,@,WAS,W 24-14,1.5,covered,38.5,under
436,ATL,11/19/06,41.5,49,Sun,10,11,@,BAL,L 10-24,3.5,did not cover,41.5,under
437,ATL,10/29/06,46.5,56,Sun,7,8,@,CIN,W 29-27,4.5,covered,46.5,over
438,ATL,9/10/06,39,86,Sun,1,1,@,CAR,W 20-6,4.5,covered,39,under
439,ATL,12/24/05,37.5,66,Sat,15,16,@,TAM,L 24-27 (OT),3,push,37.5,over
440,ATL,12/18/05,30.5,12,Sun,14,15,@,CHI,L 3-16,3,did not cover,30.5,under
441,ATL,12/4/05,43.5,60,Sun,12,13,@,CAR,L 6-24,3,did not cover,43.5,under
442,ATL,11/6/05,39.5,80,Sun,8,9,@,MIA,W 17-10,-2,covered,39.5,under
443,ATL,9/25/05,36,77,Sun,3,3,@,BUF,W 24-16,3,covered,36,over
444,ATL,9/18/05,41.5,60,Sun,2,2,@,SEA,L 18-21,1,did not cover,41.5,under
445,ATL,1/2/05,41,40,Sun,16,17,@,SEA,L 26-28,5.5,covered,41,over
446,ATL,12/5/04,39.5,71,Sun,12,13,@,TAM,L 0-27,2,did not cover,39.5,under
447,ATL,11/21/04,40,57,Sun,10,11,@,NYG,W 14-10,-3,covered,40,under
448,ATL,10/31/04,39.5,54,Sun,8,8,@,DEN,W 41-28,7,covered,39.5,over
449,ATL,10/24/04,44.5,69,Sun,7,7,@,KAN,L 10-56,3.5,did not cover,44.5,over
450,ATL,10/3/04,39,71,Sun,4,4,@,CAR,W 27-10,3.5,covered,39,under
451,ATL,9/12/04,44.5,67,Sun,1,1,@,SFO,W 21-19,-3,did not cover,44.5,under
452,ATL,12/20/03,38.5,53,Sat,15,16,@,TAM,W 30-28,6.5,covered,38.5,over
453,ATL,11/9/03,41,40,Sun,9,10,@,NYG,W 27-7,11.5,covered,41,under
454,ATL,9/28/03,35.5,75,Sun,4,4,@,CAR,L 3-23,6,did not cover,35.5,under
455,ATL,9/7/03,36.5,82,Sun,1,1,@,DAL,W 27-13,2,covered,36.5,over
456,ATL,12/29/02,41,34,Sun,16,17,@,CLE,L 16-24,-2.5,did not cover,41,under
457,ATL,12/8/02,37,74,Sun,13,14,@,TAM,L 10-34,3.5,did not cover,37,over
458,ATL,11/24/02,37,59,Sun,11,12,@,CAR,W 41-0,-3.5,covered,37,over
459,ATL,11/10/02,42.5,64,Sun,9,10,@,PIT,T 34-34 (OT),5.5,covered,42.5,over
460,ATL,10/13/02,35.5,60,Sun,5,6,@,NYG,W 17-10,6,covered,35.5,under
461,ATL,9/8/02,42.5,83,Sun,1,1,@,GNB,L 34-37 (OT),7,covered,42.5,over
462,ATL,12/30/01,38.5,75,Sun,15,16,@,MIA,L 14-21,7,push,38.5,under
463,ATL,11/25/01,40,73,Sun,10,11,@,CAR,W 10-7,-3,push,40,under
464,ATL,11/18/01,39.5,59,Sun,9,10,@,GNB,W 23-20,10,covered,39.5,over
465,ATL,9/30/01,42,104,Sun,3,3,@,ARI,W 34-14,-3,covered,42,over
466,ATL,9/9/01,46,68,Sun,1,1,@,SFO,L 13-16 (OT),3.5,covered,46,under
467,ATL,11/26/00,44,57,Sun,13,13,@,OAK,L 14-41,11,did not cover,44,over
468,ATL,11/19/00,47.5,57,Sun,12,12,@,SFO,L 6-16,5.5,did not cover,47.5,under
469,ATL,10/1/00,41.5,68,Sun,5,5,@,PHI,L 10-38,3,did not cover,41.5,over
470,ATL,9/17/00,48.5,63,Sun,3,3,@,CAR,W 15-10,6,covered,48.5,under
471,ATL,9/10/00,47,84,Sun,2,2,@,DEN,L 14-42,4.5,did not cover,47,over
472,BAL,11/7/24,53.5,69,Thu,10,10,,CIN,W 35-34,-6,did not cover,53.5,over
473,BAL,11/3/24,46.5,57,Sun,9,9,,DEN,W 41-10,-9.5,covered,46.5,over
474,BAL,10/27/24,45.5,52,Sun,8,8,@,CLE,L 24-29,-9,did not cover,45.5,over
475,BAL,10/21/24,50,80,Mon,7,7,@,TAM,W 41-31,-3.5,covered,50,over
476,BAL,10/13/24,51.5,75,Sun,6,6,,WAS,W 30-23,-6.5,covered,51.5,over
477,BAL,10/6/24,48.5,81,Sun,5,5,@,CIN,W 41-38 (OT),-1,covered,48.5,over
478,BAL,9/29/24,46.5,68,Sun,4,4,,BUF,W 35-10,-2.5,covered,46.5,under
479,BAL,9/22/24,48,94,Sun,3,3,@,DAL,W 28-25,-1,covered,48,over
480,BAL,9/15/24,41.5,76,Sun,2,2,,LVR,L 23-26,-9,did not cover,41.5,over
481,BAL,9/5/24,47,67,Thu,1,1,@,KAN,L 20-27,3,did not cover,47,push
482,BAL,1/6/24,34.5,38,Sat,17,18,,PIT,L 10-17,3,did not cover,34.5,under
483,BAL,12/31/23,46.5,50,Sun,16,17,,MIA,W 56-19,-3.5,covered,46.5,over
484,BAL,12/25/23,46.5,56,Mon,15,16,@,SFO,W 33-19,6,covered,46.5,over
485,BAL,12/17/23,42,58,Sun,14,15,@,JAX,W 23-7,-3,covered,42,under
486,BAL,12/10/23,39.5,57,Sun,13,14,,LAR,W 37-31 (OT),-7.5,did not cover,39.5,over
487,BAL,11/26/23,48,64,Sun,12,12,@,LAC,W 20-10,-3,covered,48,under
488,BAL,11/16/23,46,56,Thu,11,11,,CIN,W 34-20,-4,covered,46,over
489,BAL,11/12/23,38.5,49,Sun,10,10,,CLE,L 31-33,-6,did not cover,38.5,over
490,BAL,11/5/23,44.5,70,Sun,9,9,,SEA,W 37-3,-6.5,covered,44.5,under
491,BAL,10/29/23,44.5,75,Sun,8,8,@,ARI,W 31-24,-9.5,did not cover,44.5,over
492,BAL,10/22/23,43.5,62,Sun,7,7,,DET,W 38-6,-3,covered,43.5,over
493,BAL,10/15/23,42.5,52,Sun,6,6,@,TEN,W 24-16,-5,covered,42.5,under
494,BAL,10/8/23,38.5,53,Sun,5,5,@,PIT,L 10-17,-4.5,did not cover,38.5,under
495,BAL,10/1/23,41,71,Sun,4,4,@,CLE,W 28-3,-2.5,covered,41,under
496,BAL,9/24/23,44.5,68,Sun,3,3,,IND,L 19-22 (OT),-7.5,did not cover,44.5,under
497,BAL,9/17/23,45.5,72,Sun,2,2,@,CIN,W 27-24,3.5,covered,45.5,over
498,BAL,9/10/23,43.5,78,Sun,1,1,,HOU,W 25-9,-9.5,covered,43.5,under
499,BAL,1/8/23,39.5,38,Sun,17,18,@,CIN,L 16-27,9,did not cover,39.5,over
500,BAL,1/1/23,35,44,Sun,16,17,,PIT,L 13-16,-2.5,did not cover,35,under
501,BAL,12/24/22,34.5,17,Sat,15,16,,ATL,W 17-9,-6.5,covered,34.5,under
502,BAL,12/17/22,38,34,Sat,14,15,@,CLE,L 3-13,3,did not cover,38,under
503,BAL,12/11/22,36.5,42,Sun,13,14,@,PIT,W 16-14,1.5,covered,36.5,under
504,BAL,12/4/22,39.5,63,Sun,12,13,,DEN,W 10-9,-9.5,did not cover,39.5,under
505,BAL,11/27/22,43,77,Sun,11,12,@,JAX,L 27-28,-3.5,did not cover,43,over
506,BAL,11/20/22,41.5,36,Sun,10,11,,CAR,W 13-3,-13,did not cover,41.5,under
507,BAL,11/7/22,46.5,76,Mon,9,9,@,NOR,W 27-13,-1.5,covered,46.5,under
508,BAL,10/27/22,45.5,79,Thu,8,8,@,TAM,W 27-22,1.5,covered,45.5,over
509,BAL,10/23/22,45.5,64,Sun,7,7,,CLE,W 23-20,-6.5,did not cover,45.5,under
510,BAL,10/16/22,45.5,60,Sun,6,6,@,NYG,L 20-24,-5.5,did not cover,45.5,under
511,BAL,10/9/22,47.5,60,Sun,5,5,,CIN,W 19-17,-3.5,did not cover,47.5,under
512,BAL,10/2/22,51,58,Sun,4,4,,BUF,L 20-23,3,push,51,under
513,BAL,9/25/22,44,66,Sun,3,3,@,NWE,W 37-26,-2.5,covered,44,over
514,BAL,9/18/22,44.5,82,Sun,2,2,,MIA,L 38-42,-3.5,did not cover,44.5,over
515,BAL,9/11/22,44,73,Sun,1,1,@,NYJ,W 24-9,-6.5,covered,44,under
516,BAL,1/9/22,41,36,Sun,17,18,,PIT,L 13-16 (OT),-3.5,did not cover,41,under
517,BAL,1/2/22,46.5,59,Sun,16,17,,LAR,L 19-20,6,covered,46.5,under
518,BAL,12/26/21,41.5,52,Sun,15,16,@,CIN,L 21-41,7,did not cover,41.5,over
519,BAL,12/19/21,45,43,Sun,14,15,,GNB,L 30-31,9.5,covered,45,over
520,BAL,12/12/21,42.5,46,Sun,13,14,@,CLE,L 22-24,3,covered,42.5,over
521,BAL,12/5/21,44,50,Sun,12,13,@,PIT,L 19-20,-4.5,did not cover,44,under
522,BAL,11/28/21,47,43,Sun,11,12,,CLE,W 16-10,-3.5,covered,47,under
523,BAL,11/21/21,43.5,46,Sun,10,11,@,CHI,W 16-13,-5,did not cover,43.5,under
524,BAL,11/11/21,46.5,77,Thu,9,10,@,MIA,L 10-22,-7.5,did not cover,46.5,under
525,BAL,11/7/21,50.5,56,Sun,8,9,,MIN,W 34-31 (OT),-6,did not cover,50.5,over
526,BAL,10/24/21,45.5,61,Sun,7,7,,CIN,L 17-41,-6.5,did not cover,45.5,over
527,BAL,10/17/21,51.5,63,Sun,6,6,,LAC,W 34-6,-2.5,covered,51.5,under
528,BAL,10/11/21,46,69,Mon,5,5,,IND,W 31-25 (OT),-7,did not cover,46,over
529,BAL,10/3/21,44,77,Sun,4,4,@,DEN,W 23-7,-1,covered,44,under
530,BAL,9/26/21,50.5,66,Sun,3,3,@,DET,W 19-17,-7.5,did not cover,50.5,under
531,BAL,9/19/21,54.5,82,Sun,2,2,,KAN,W 36-35,4,covered,54.5,over
532,BAL,9/13/21,50.5,102,Mon,1,1,@,LVR,L 27-33 (OT),-4,did not cover,50.5,over
533,BAL,1/3/21,46,39,Sun,16,17,@,CIN,W 38-3,-13.5,covered,46,under
534,BAL,12/27/20,43,38,Sun,15,16,,NYG,W 27-13,-10,covered,43,under
535,BAL,12/20/20,49,39,Sun,14,15,,JAX,W 40-14,-13,covered,49,over
536,BAL,12/14/20,46,34,Mon,13,14,@,CLE,W 47-42,-3,covered,46,over
537,BAL,12/8/20,45.5,38,Tue,12,13,,DAL,W 34-17,-8,covered,45.5,over
538,BAL,12/2/20,42,36,Wed,11,12,@,PIT,L 14-19,10,covered,42,under
539,BAL,11/22/20,50.5,53,Sun,10,11,,TEN,L 24-30 (OT),-6,did not cover,50.5,over
540,BAL,11/15/20,44,52,Sun,9,10,@,NWE,L 17-23,-7,did not cover,44,under
541,BAL,11/8/20,47.5,76,Sun,8,9,@,IND,W 24-10,1,covered,47.5,under
542,BAL,11/1/20,44,52,Sun,7,8,,PIT,L 24-28,-4,did not cover,44,over
543,BAL,10/18/20,46.5,61,Sun,6,6,@,PHI,W 30-28,-10.5,did not cover,46.5,over
544,BAL,10/11/20,49,69,Sun,5,5,,CIN,W 27-3,-12.5,covered,49,under
545,BAL,10/4/20,45,65,Sun,4,4,@,WAS,W 31-17,-14.5,did not cover,45,over
546,BAL,9/28/20,55,73,Mon,3,3,,KAN,L 20-34,-3.5,did not cover,55,under
547,BAL,9/20/20,49.5,70,Sun,2,2,@,HOU,W 33-16,-7.5,covered,49.5,under
548,BAL,9/13/20,47,76,Sun,1,1,,CLE,W 38-6,-7,covered,47,under
549,BAL,12/29/19,35,46,Sun,16,17,,PIT,W 28-10,2,covered,35,over
550,BAL,12/22/19,48.5,49,Sun,15,16,@,CLE,W 31-15,-9.5,covered,48.5,under
551,BAL,12/12/19,44,33,Thu,14,15,,NYJ,W 42-21,-17,covered,44,over
552,BAL,12/8/19,44,43,Sun,13,14,@,BUF,W 24-17,-6.5,covered,44,under
553,BAL,12/1/19,45,40,Sun,12,13,,SFO,W 20-17,-5.5,did not cover,45,under
554,BAL,11/25/19,47,62,Mon,11,12,@,LAR,W 45-6,-3.5,covered,47,over
555,BAL,11/17/19,51,44,Sun,10,11,,HOU,W 41-7,-4,covered,51,under
